uid,domainID,siteID,namedLocation,startDate,laboratoryName,sampleID,deptName,receivedDate,analyte,primaryMatrix,method,analyteConcentration,analyteUnits,analyticalRepNumber,externalQualifier,extendedQualifier1,extendedQualifier2,extendedQualifier3,extendedQualifier4,extendedQualifier5,methodDetectionLimit,practicalQuantitationLimit,analyteSurrogate,analysisDate,analyzedBy,cas,dataQF
d3bf24b2-099c-4596-94d0-06ed414dd43f,D11,BLUE,BLUE.AOS.sediment.01,2017-03-16T16:00Z,"ACZ Laboratories, Inc.",BLUE.1.20170316.I,Wet Chemistry,2017-03-18T17:07Z,"Nitrate As N, Soluble (Water)",SD,Calculation: NO3NO2,0.900,milligramsPerKilogram,1,,,,,,,0.100,0.500,,2017-04-19T20:38Z,ENMpVOyJp3I=,,legacyData
4fc3b800-4d3e-4180-a93a-b3bfb71fb8fe,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.O,GC/MS,2017-03-18T17:07Z,Nitrobenzene-D5,SD,M8270C GC/MS,65.700,percent,1,,,,,,,35.000,100.000,,2017-03-28T02:16Z,AY4SpIgI2Jo=,4165-60-0,legacyData
c2ba55f5-fe1c-4876-823a-a449fb1b6586,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.I,Wet Chemistry,2017-03-18T17:07Z,"Nitrate As N, Soluble (Water)",SD,Calculation: NO3NO2,1.400,milligramsPerKilogram,1,,,,,,,0.100,0.500,,2017-04-19T20:41Z,ENMpVOyJp3I=,,legacyData
79023265-d7ee-4303-ab98-8f84a54aaab7,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.O,GC/MS,2017-03-18T17:07Z,"Indeno(1,2,3-Cd)Pyrene",SD,M8270C GC/MS,,microgramPerKilogram,1,U,,,,,,2000.000,8000.000,,2017-03-28T02:16Z,AY4SpIgI2Jo=,193-39-5,legacyData
190ba5ac-e86c-448f-86a5-e0c732577899,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.O,GC/MS,2017-03-18T17:07Z,Phenanthrene,SD,M8270C GC/MS,,microgramPerKilogram,1,U,,,,,,2000.000,8000.000,,2017-03-28T02:16Z,AY4SpIgI2Jo=,85-01-8,legacyData
b40b3c59-5bbd-4fa6-ac31-751d2df79488,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.O,GC/MS,2017-03-18T17:07Z,Terphenyl-D14,SD,M8270C GC/MS,98.200,percent,1,,,,,,,30.000,125.000,,2017-03-28T02:16Z,AY4SpIgI2Jo=,1718-51-0,legacyData
0bda9ce8-8934-419d-9e2c-2fadf1aa4b69,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.O,GC/MS,2017-03-18T17:07Z,Pyrene,SD,M8270C GC/MS,,microgramPerKilogram,1,U,,,,,,2000.000,8000.000,,2017-03-28T02:16Z,AY4SpIgI2Jo=,129-00-0,legacyData
e7119997-5f42-4258-9c64-3a812c1e257c,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.O,GC/MS,2017-03-18T17:07Z,Chrysene,SD,M8270C GC/MS,,microgramPerKilogram,1,U,,,,,,2000.000,8000.000,,2017-03-28T02:16Z,AY4SpIgI2Jo=,218-01-9,legacyData
0a512c66-ad3e-4264-8bad-4dea480b8ddc,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.O,GC/MS,2017-03-18T17:07Z,Fluoranthene,SD,M8270C GC/MS,,microgramPerKilogram,1,U,,,,,,2000.000,8000.000,,2017-03-28T02:16Z,AY4SpIgI2Jo=,206-44-0,legacyData
b6927a6a-cbcf-4389-b713-196ed9a0434c,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.O,GC/MS,2017-03-18T17:07Z,Benzo(A)Pyrene,SD,M8270C GC/MS,,microgramPerKilogram,1,U,,,,,,2000.000,8000.000,,2017-03-28T02:16Z,AY4SpIgI2Jo=,50-32-8,legacyData
fb3a22b1-b325-419c-9e75-6eb172d969ea,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.O,GC/MS,2017-03-18T17:07Z,"Dibenzo(A,H)Anthracene",SD,M8270C GC/MS,,microgramPerKilogram,1,U,,,,,,2000.000,8000.000,,2017-03-28T02:16Z,AY4SpIgI2Jo=,53-70-3,legacyData
31f51711-7321-46d2-ba64-11af19a0be26,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.O,GC/MS,2017-03-18T17:07Z,Benzo(A)Anthracene,SD,M8270C GC/MS,,microgramPerKilogram,1,U,,,,,,2000.000,8000.000,,2017-03-28T02:16Z,AY4SpIgI2Jo=,56-55-3,legacyData
4d6e0014-6dce-4ee7-bd89-847ea828b8cf,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.O,GC/MS,2017-03-18T17:07Z,Anthracene,SD,M8270C GC/MS,,microgramPerKilogram,1,U,,,,,,2000.000,8000.000,,2017-03-28T02:16Z,AY4SpIgI2Jo=,120-12-7,legacyData
2b580004-d9f9-493b-b6a2-7fdb69da4d20,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.O,GC/MS,2017-03-18T17:07Z,Benzo(K)Fluoranthene,SD,M8270C GC/MS,,microgramPerKilogram,1,U,,,,,,2000.000,8000.000,,2017-03-28T02:16Z,AY4SpIgI2Jo=,207-08-9,legacyData
afb61c24-5a88-4f7a-ab4d-7ce25bff926d,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.O,GC/MS,2017-03-18T17:07Z,Benzo(B)Fluoranthene,SD,M8270C GC/MS,,microgramPerKilogram,1,U,,,,,,2000.000,8000.000,,2017-03-28T02:16Z,AY4SpIgI2Jo=,205-99-2,legacyData
0d68321e-168d-411b-89e6-7bf0935b1b38,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.O,GC/MS,2017-03-18T17:07Z,"Benzo(G,H,I)Perylene",SD,M8270C GC/MS,,microgramPerKilogram,1,U,,,,,,2000.000,8000.000,,2017-03-28T02:16Z,AY4SpIgI2Jo=,191-24-2,legacyData
88742147-28dd-40df-87ce-de3912a0052f,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.O,GC/MS,2017-03-18T17:07Z,2-Methylnaphthalene,SD,M8270C GC/MS,,microgramPerKilogram,1,U,,,,,,2000.000,8000.000,,2017-03-28T02:16Z,AY4SpIgI2Jo=,91-57-6,legacyData
29b15360-cd39-49e4-a439-8b556a8c556b,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.O,GC/MS,2017-03-18T17:07Z,Acenaphthene,SD,M8270C GC/MS,,microgramPerKilogram,1,U,,,,,,2000.000,8000.000,,2017-03-28T02:16Z,AY4SpIgI2Jo=,83-32-9,legacyData
5d133b4a-9d02-4624-83b7-68ea7c9fc0de,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.O,GC/MS,2017-03-18T17:07Z,2-Fluorobiphenyl,SD,M8270C GC/MS,84.300,percent,1,,,,,,,45.000,105.000,,2017-03-28T02:16Z,AY4SpIgI2Jo=,321-60-8,legacyData
0d6c14e2-585f-4f7a-aa5a-782f019a329b,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.O,GC/MS,2017-03-18T17:07Z,Fluorene,SD,M8270C GC/MS,,microgramPerKilogram,1,U,,,,,,2000.000,8000.000,,2017-03-28T02:16Z,AY4SpIgI2Jo=,86-73-7,legacyData
cb36cb36-79a4-474d-b97a-f94a9464170e,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.O,GC/MS,2017-03-18T17:07Z,Acenaphthylene,SD,M8270C GC/MS,,microgramPerKilogram,1,U,,,,,,2000.000,8000.000,,2017-03-28T02:16Z,AY4SpIgI2Jo=,208-96-8,legacyData
9ec44b48-347b-40cd-aca2-f4c5366aa4b9,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.O,Gas Chromatography,2017-03-18T17:07Z,Aroclor 1242 Signal 2,SD,M8082,,milligramsPerKilogram,1,U,,,,,,0.340,0.340,,2017-04-04T22:55Z,qLfiiaI6Oso=,53469-21-9,legacyData
b1eb2bf0-9a75-4105-9795-9cd162c8a77c,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.O,Gas Chromatography,2017-03-18T17:07Z,Aroclor 1221 Signal 2,SD,M8082,,milligramsPerKilogram,1,U,,,,,,0.340,0.340,,2017-04-04T22:55Z,qLfiiaI6Oso=,11104-28-22,legacyData
b065e25e-99ff-44a7-997a-a45e5aa334c2,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.O,Gas Chromatography,2017-03-18T17:07Z,Aroclor 1248 Signal 2,SD,M8082,,milligramsPerKilogram,1,U,,,,,,0.340,0.340,,2017-04-04T22:55Z,qLfiiaI6Oso=,12672-29-6,legacyData
78c09469-a872-40f9-94cf-b6f87422e8ac,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.O,Gas Chromatography,2017-03-18T17:07Z,Aroclor 1232 Signal 2,SD,M8082,,milligramsPerKilogram,1,U,,,,,,0.340,0.340,,2017-04-04T22:55Z,qLfiiaI6Oso=,11141-16-5,legacyData
c9c7ed42-aef1-4e54-abab-521251847aa7,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.O,Gas Chromatography,2017-03-18T17:07Z,Aroclor 1016 Signal 2,SD,M8082,,milligramsPerKilogram,1,U,,,,,,0.340,0.340,,2017-04-04T22:55Z,qLfiiaI6Oso=,12674-11-2,legacyData
d35c18f5-babe-4c75-83e1-c4aae8dd2785,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.O,Gas Chromatography,2017-03-18T17:07Z,TCMX Signal 2,SD,M8082,148.000,percent,1,,,,,,,70.000,130.000,,2017-04-04T22:55Z,qLfiiaI6Oso=,877-09-8,legacyData
2b79282c-5ea5-4849-84ee-05918a1acd96,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.O,Gas Chromatography,2017-03-18T17:07Z,Aroclor 1254 Signal 2,SD,M8082,,milligramsPerKilogram,1,U,,,,,,0.340,0.340,,2017-04-04T22:55Z,qLfiiaI6Oso=,11097-69-1,legacyData
2589e4a5-c732-4783-bad3-d95735280352,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.O,Gas Chromatography,2017-03-18T17:07Z,DCBP Signal 2,SD,M8082,136.000,percent,1,,,,,,,70.000,130.000,,2017-04-04T22:55Z,qLfiiaI6Oso=,2051-24-3,legacyData
6d2d33be-72c8-4907-b2fb-05b584308eb8,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.O,Gas Chromatography,2017-03-18T17:07Z,Aroclor 1260 Signal 2,SD,M8082,,milligramsPerKilogram,1,U,,,,,,0.340,0.340,,2017-04-04T22:55Z,qLfiiaI6Oso=,11096-82-5,legacyData
b00a65e0-6cda-4f93-ab10-26dcd25eaaba,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.C,Soil Analysis,2017-03-18T17:07Z,"Carbon, Total (TC)",SD,ASA No.9 29-2.2.4 Co,1.800,percent,1,,,,,,,0.100,0.500,,2017-04-06T09:41Z,OyYN7w2Ccuk=,,legacyData
dfa9a760-0414-4b47-8e2c-da0f8967cf61,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.C,Soil Analysis,2017-03-18T17:07Z,"Carbon, Total Organic (TOC)",SD,ASA No.9 29-2.2.4 Co,0.900,percent,1,,,,,,,0.100,0.500,,2017-04-06T09:41Z,OyYN7w2Ccuk=,10355,legacyData
1436f8ab-1c63-4077-a1ef-50bc52f8c857,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.I,Soil Analysis,2017-03-18T17:07Z,"Conductivity, Saturated Paste",SD,SM2510B,1.620,millimhosPerCentimeter,1,,,,,,,0.001,0.010,,2017-04-11T20:42Z,nWZLVvkYVo4=,,legacyData
c378ab29-92ff-4924-8a4e-0c1bd1ecdeca,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.I,Wet Chemistry,2017-03-18T17:07Z,Carbonate As CaCO3,SD,SM2320B - Titration,,milligramsPerLiter,1,U,,,,,,2.000,20.000,,2017-03-31T16:57Z,Dj+fqa1Djc8=,,legacyData
84482490-4755-4313-a549-2f778325991a,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.I,Wet Chemistry,2017-03-18T17:07Z,Hydroxide As CaCO3,SD,SM2320B - Titration,,milligramsPerLiter,1,U,,,,,,2.000,20.000,,2017-03-31T16:57Z,Dj+fqa1Djc8=,,legacyData
0916b810-c129-4c9d-86e4-5b15e0f9efea,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.I,Wet Chemistry,2017-03-18T17:07Z,Total Alkalinity,SD,SM2320B - Titration,55.200,milligramsPerLiter,1,,,,,,,2.000,20.000,,2017-03-31T16:57Z,Dj+fqa1Djc8=,10093,legacyData
fa6fb71d-5e71-4783-878b-e061be240cbb,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.I,Wet Chemistry,2017-03-18T17:07Z,Bicarbonate As CaCO3,SD,SM2320B - Titration,55.200,milligramsPerLiter,1,,,,,,,2.000,20.000,,2017-03-31T16:57Z,Dj+fqa1Djc8=,10139,legacyData
d38c4756-d086-4c06-b916-b72328fe1ac9,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.I,Metals Analysis,2017-03-18T17:07Z,Mercury By Direct Combustion Aa,SD,M7473,11.700,nanogramPerGram,1,B,,,,,,2.970,14.850,,2017-04-12T17:39Z,gweUnEU6ayE=,7439-97-6,legacyData
0c34bf6d-e549-4654-8f21-5cd1f665a12e,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.I,Metals Analysis,2017-03-18T17:07Z,"Lead, Total (3050)",SD,M6020 ICP-MS,10.300,milligramsPerKilogram,1,,,,,,,0.050,0.300,,2017-04-05T16:25Z,Lw2ythKaoEQ=,7439-92-1,legacyData
b2e8a84f-c1bc-4251-9d3e-da55f0cfea4d,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.I,Metals Analysis,2017-03-18T17:07Z,"Antimony, Total (3050)",SD,M6020 ICP-MS,,milligramsPerKilogram,1,U,,,,,,0.200,1.000,,2017-04-05T16:25Z,Lw2ythKaoEQ=,7440-36-0,legacyData
7b428529-4be5-48a6-a2c1-3010dbd084a7,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.I,Metals Analysis,2017-03-18T17:07Z,"Beryllium, Total (3050)",SD,M6020 ICP-MS,0.610,milligramsPerKilogram,1,,,,,,,0.030,0.100,,2017-04-05T16:25Z,Lw2ythKaoEQ=,7440-41-7,legacyData
59c3ae76-363a-45a8-a6a5-fa42b6339b74,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.I,Metals Analysis,2017-03-18T17:07Z,"Cadmium, Total (3050)",SD,M6020 ICP-MS,0.480,milligramsPerKilogram,1,,,,,,,0.050,0.300,,2017-04-05T16:25Z,Lw2ythKaoEQ=,7440-43-9,legacyData
885c3889-392e-4172-86dd-934f7e77cb21,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.I,Metals Analysis,2017-03-18T17:07Z,"Calcium, Total (3050)",SD,M6010B ICP,39500.000,milligramsPerKilogram,1,,,,,,,10.000,50.000,,2017-04-05T20:36Z,jdFHSOyKXCY=,7440-70-2,legacyData
0af930d1-e44a-4f01-8899-30e939e1cb5a,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.I,Metals Analysis,2017-03-18T17:07Z,"Aluminum, Total (3050)",SD,M6010B ICP,11300.000,milligramsPerKilogram,1,,,,,,,3.000,20.000,,2017-04-05T20:36Z,jdFHSOyKXCY=,7429-90-5,legacyData
620f84de-ad5d-43d9-ab8c-2f06a70c2349,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.I,Metals Analysis,2017-03-18T17:07Z,"Sodium, Total (3050)",SD,M6010B ICP,50.000,milligramsPerKilogram,1,B,,,,,,20.000,100.000,,2017-04-05T20:36Z,jdFHSOyKXCY=,7440-23-5,legacyData
467c33b3-5a9a-48b5-837e-1c95318fb632,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.I,Metals Analysis,2017-03-18T17:07Z,"Barium, Total (3050)",SD,M6010B ICP,68.200,milligramsPerKilogram,1,,,,,,,0.300,2.000,,2017-04-05T20:36Z,jdFHSOyKXCY=,7440-39-3,legacyData
abc6108e-5880-44f8-b62a-215263c416f5,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.I,Metals Analysis,2017-03-18T17:07Z,"Tin, Total (3050)",SD,M6010B ICP,,milligramsPerKilogram,1,U,,,,,,4.000,20.000,,2017-04-05T20:36Z,jdFHSOyKXCY=,7440-31-5,legacyData
a3d5a8cf-e4c2-46b3-97c1-36baa069fe29,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.I,Metals Analysis,2017-03-18T17:07Z,"Zinc, Total (3050)",SD,M6010B ICP,38.000,milligramsPerKilogram,1,,,,,,,1.000,5.000,,2017-04-05T20:36Z,jdFHSOyKXCY=,7440-66-6,legacyData
439df358-0183-43f3-9a2e-5364237ce8b9,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.I,Metals Analysis,2017-03-18T17:07Z,"Magnesium, Total (3050)",SD,M6010B ICP,3820.000,milligramsPerKilogram,1,,,,,,,20.000,100.000,,2017-04-05T20:36Z,jdFHSOyKXCY=,7439-95-4,legacyData
42d989c1-151f-432d-b394-65274dd9ecc9,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.I,Metals Analysis,2017-03-18T17:07Z,"Molybdenum, Total (3050)",SD,M6010B ICP,,milligramsPerKilogram,1,U,,,,,,2.000,10.000,,2017-04-05T20:36Z,jdFHSOyKXCY=,7439-98-7,legacyData
0cb374a0-d4a2-42d2-8590-6a187f4c593f,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.I,Metals Analysis,2017-03-18T17:07Z,"Phosphorus, Total (3050)",SD,M6010B ICP,350.000,milligramsPerKilogram,1,,,,,,,10.000,50.000,,2017-04-05T20:36Z,jdFHSOyKXCY=,7723-14-0,legacyData
e492ab98-5278-4957-85a3-c066363b3278,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.I,Metals Analysis,2017-03-18T17:07Z,"Potassium, Total (3050)",SD,M6010B ICP,1460.000,milligramsPerKilogram,1,,,,,,,20.000,100.000,,2017-04-05T20:36Z,jdFHSOyKXCY=,7440-09-7,legacyData
77ab6003-e9c5-47ce-849b-c8d9dfeaf279,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.I,Metals Analysis,2017-03-18T17:07Z,"Titanium, Total (3050)",SD,M6010B ICP,141.000,milligramsPerKilogram,1,,,,,,,0.500,3.000,,2017-04-05T20:36Z,jdFHSOyKXCY=,7440-32-6,legacyData
2974b7f8-6531-4cfe-a2bd-e113619b22e3,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.I,Metals Analysis,2017-03-18T17:07Z,"Manganese, Total (3050)",SD,M6010B ICP,412.000,milligramsPerKilogram,1,,,,,,,0.500,3.000,,2017-04-05T20:36Z,jdFHSOyKXCY=,7439-96-5,legacyData
0a2685ef-f2e5-4cf7-a2b7-60a8d1e26b96,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.I,Metals Analysis,2017-03-18T17:07Z,"Chromium, Total (3050)",SD,M6010B ICP,12.000,milligramsPerKilogram,1,,,,,,,1.000,5.000,,2017-04-05T20:36Z,jdFHSOyKXCY=,7440-47-3,legacyData
d140009a-28f4-41a1-84db-9f103a1d35f4,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.I,Metals Analysis,2017-03-18T17:07Z,"Iron, Total (3050)",SD,M6010B ICP,10000.000,milligramsPerKilogram,1,,,,,,,2.000,5.000,,2017-04-05T20:36Z,jdFHSOyKXCY=,7439-89-6,legacyData
e25a36a5-d5d4-44f4-88b9-5aa0e5c67632,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.I,Metals Analysis,2017-03-18T17:07Z,"Nickel, Total (3050)",SD,M6010B ICP,8.500,milligramsPerKilogram,1,,,,,,,0.800,4.000,,2017-04-05T20:36Z,jdFHSOyKXCY=,7440-02-0,legacyData
8ec24f89-a6e8-40cc-87bf-92ff58003cc2,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.I,Metals Analysis,2017-03-18T17:07Z,"Copper, Total (3050)",SD,M6010B ICP,8.000,milligramsPerKilogram,1,,,,,,,1.000,5.000,,2017-04-05T20:36Z,jdFHSOyKXCY=,7440-50-8,legacyData
661a90b5-068c-4d37-a408-239ca33ad3d7,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.I,Wet Chemistry,2017-03-18T17:07Z,"Nitrate/Nitrite As N, Soluble (Water)",SD,M353.2 - Automated C,1.600,milligramsPerKilogram,1,,,,,,,0.100,0.500,,2017-04-01T05:51Z,xIJoLh21EH4=,,legacyData
7022ba97-8b50-4200-90ff-edd5e94e2c6d,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.I,Wet Chemistry,2017-03-18T17:07Z,"Nitrite As N, Soluble (Water)",SD,M353.2 - Automated C,0.170,milligramsPerKilogram,1,B,,,,,,0.050,0.300,,2017-04-01T05:51Z,xIJoLh21EH4=,NO2-N,legacyData
c46bbb28-74b6-4395-a684-a5b0648e699c,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.I,Wet Chemistry,2017-03-18T17:07Z,"Nitrogen, Total Kjeldahl",SD,M351.2 - TKN by Bloc,0.080,percent,1,H,,,,,,0.00365,0.0183,,2017-04-15T19:03Z,xIJoLh21EH4=,,legacyData
63445a82-a5f1-411f-81e4-8e29d2d39722,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.I,Wet Chemistry,2017-03-18T17:07Z,"Nitrogen, Ammonia (Water)",SD,M350.1 Auto Salicyla,6.400,milligramsPerKilogram,1,,,,,,,0.300,1.000,,2017-03-31T19:43Z,0gE7u7rSxEU=,,legacyData
6f08537b-4f97-4d39-86df-a0c61361b938,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.I,Soil Analysis,2017-03-18T17:07Z,"Ph, Saturated Paste",SD,EPA 600/2-78-054 sec,7.500,units,1,,,,,,,0.100,0.100,,2017-04-11T20:42Z,nWZLVvkYVo4=,,legacyData
13a14e69-fee1-4231-adf8-a01cdda9b983,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.I,Soil Analysis,2017-03-18T17:07Z,"Solids, Percent",SD,D2216-80,54.100,percent,1,,,,,,,0.100,0.500,,2017-03-28T12:37Z,O+IIp/DqQcM=,,legacyData
07ec9eee-154f-4371-a47f-8fde2c247ad1,D11,BLUE,BLUE.AOS.sediment.02,2017-03-16T18:36Z,"ACZ Laboratories, Inc.",BLUE.2.20170316.O,GC/MS,2017-03-18T17:07Z,Naphthalene,SD,M8270C GC/MS,,microgramPerKilogram,1,U,,,,,,2000.000,8000.000,,2017-03-28T02:16Z,AY4SpIgI2Jo=,91-20-3,legacyData
