VariableCode,VariableName,SampleMedium,DataType,UnitsName,UnitsID,TimeUnitsName,TimeUnitsID,TimeSupport
WDIRV_m_H394,Wind direction,Air,Average,degree,2,month,106,1
WDIRV_sm,Wind direction,Air,Average,degree,2,month,106,0.5
WDIRV_sm_H106,Wind direction,Air,Average,degree,2,month,106,0.5
WDIRV_sm_H113,Wind direction,Air,Average,degree,2,month,106,0.5
WDIRV_sm_H116,Wind direction,Air,Average,degree,2,month,106,0.5
WDIRV_sm_H117,Wind direction,Air,Average,degree,2,month,106,0.5
WDIRV_sm_H118,Wind direction,Air,Average,degree,2,month,106,0.5
WDIRV_sm_H119,Wind direction,Air,Average,degree,2,month,106,0.5
WDIRV_sm_H120,Wind direction,Air,Average,degree,2,month,106,0.5
WDIRV_sm_H121,Wind direction,Air,Average,degree,2,month,106,0.5
WDIRV_sm_H122,Wind direction,Air,Average,degree,2,month,106,0.5
WDIRV_sm_H123,Wind direction,Air,Average,degree,2,month,106,0.5
WDIRV_sm_H124,Wind direction,Air,Average,degree,2,month,106,0.5
WDIRV_sm_H125,Wind direction,Air,Average,degree,2,month,106,0.5
WDIRV_sm_H126,Wind direction,Air,Average,degree,2,month,106,0.5
WDIRV_sm_H127,Wind direction,Air,Average,degree,2,month,106,0.5
WDIRV_sm_H128,Wind direction,Air,Average,degree,2,month,106,0.5
WDIRV_sm_H129,Wind direction,Air,Average,degree,2,month,106,0.5
WDIRV_sm_H130,Wind direction,Air,Average,degree,2,month,106,0.5
WDIRV_sm_H131,Wind direction,Air,Average,degree,2,month,106,0.5
WDIRV_sm_H132,Wind direction,Air,Average,degree,2,month,106,0.5
WDIRV_sm_H133,Wind direction,Air,Average,degree,2,month,106,0.5
WDIRV_sm_H134,Wind direction,Air,Average,degree,2,month,106,0.5
WDIRV_sm_H135,Wind direction,Air,Average,degree,2,month,106,0.5
WDIRV_sm_H137,Wind direction,Air,Average,degree,2,month,106,0.5
WDIRV_sm_H138,Wind direction,Air,Average,degree,2,month,106,0.5
WDIRV_sm_H140,Wind direction,Air,Average,degree,2,month,106,0.5
WDIRV_sm_H141,Wind direction,Air,Average,degree,2,month,106,0.5
WDIRV_sm_H142,Wind direction,Air,Average,degree,2,month,106,0.5
WDIRV_sm_H144,Wind direction,Air,Average,degree,2,month,106,0.5
WDIRV_sm_H145,Wind direction,Air,Average,degree,2,month,106,0.5
WDIRV_sm_H147,Wind direction,Air,Average,degree,2,month,106,0.5
WDIRV_sm_H155,Wind direction,Air,Average,degree,2,month,106,0.5
WDIRV_sm_H166,Wind direction,Air,Average,degree,2,month,106,0.5
WDIRV_sm_H30,Wind direction,Air,Average,degree,2,month,106,0.5
WDIRV_sm_H324,Wind direction,Air,Average,degree,2,month,106,0.5
WDIRV_sm_H394,Wind direction,Air,Average,degree,2,month,106,0.5
WDIRZ_D,Wind direction,Air,Standard deviation,degree,2,day,104,1
WDIRZ_H,Wind direction,Air,Standard deviation,degree,2,hour,103,1
WDMVT_D_H113,Wind Run,Air,Continuous,international mile,53,day,104,1
WDMVT_D_H118,Wind Run,Air,Continuous,international mile,53,day,104,1
WDMVT_D_H119,Wind Run,Air,Continuous,international mile,53,day,104,1
WDMVT_D_H120,Wind Run,Air,Continuous,international mile,53,day,104,1
WDMVT_D_H121,Wind Run,Air,Continuous,international mile,53,day,104,1
WDMVT_D_H128,Wind Run,Air,Continuous,international mile,53,day,104,1
WSPDV_D,Wind speed,Air,Average,miles per hour,120,day,104,1
WSPDV_D_H106,Wind speed,Air,Average,miles per hour,120,day,104,1
WSPDV_D_H113,Wind speed,Air,Average,miles per hour,120,day,104,1
WSPDV_D_H116,Wind speed,Air,Average,miles per hour,120,day,104,1
WSPDV_D_H117,Wind speed,Air,Average,miles per hour,120,day,104,1
WSPDV_D_H118,Wind speed,Air,Average,miles per hour,120,day,104,1
WSPDV_D_H119,Wind speed,Air,Average,miles per hour,120,day,104,1
WSPDV_D_H120,Wind speed,Air,Average,miles per hour,120,day,104,1
WSPDV_D_H121,Wind speed,Air,Average,miles per hour,120,day,104,1
WSPDV_D_H122,Wind speed,Air,Average,miles per hour,120,day,104,1
WSPDV_D_H123,Wind speed,Air,Average,miles per hour,120,day,104,1
WSPDV_D_H124,Wind speed,Air,Average,miles per hour,120,day,104,1
WSPDV_D_H125,Wind speed,Air,Average,miles per hour,120,day,104,1
WSPDV_D_H126,Wind speed,Air,Average,miles per hour,120,day,104,1
WSPDV_D_H127,Wind speed,Air,Average,miles per hour,120,day,104,1
WSPDV_D_H128,Wind speed,Air,Average,miles per hour,120,day,104,1
WSPDV_D_H129,Wind speed,Air,Average,miles per hour,120,day,104,1
WSPDV_D_H130,Wind speed,Air,Average,miles per hour,120,day,104,1
WSPDV_D_H131,Wind speed,Air,Average,miles per hour,120,day,104,1
WSPDV_D_H132,Wind speed,Air,Average,miles per hour,120,day,104,1
WSPDV_D_H133,Wind speed,Air,Average,miles per hour,120,day,104,1
WSPDV_D_H134,Wind speed,Air,Average,miles per hour,120,day,104,1
WSPDV_D_H135,Wind speed,Air,Average,miles per hour,120,day,104,1
WSPDV_D_H137,Wind speed,Air,Average,miles per hour,120,day,104,1
WSPDV_D_H138,Wind speed,Air,Average,miles per hour,120,day,104,1
WSPDV_D_H140,Wind speed,Air,Average,miles per hour,120,day,104,1
WSPDV_D_H141,Wind speed,Air,Average,miles per hour,120,day,104,1
WSPDV_D_H142,Wind speed,Air,Average,miles per hour,120,day,104,1
WSPDV_D_H144,Wind speed,Air,Average,miles per hour,120,day,104,1
WSPDV_D_H145,Wind speed,Air,Average,miles per hour,120,day,104,1
WSPDV_D_H147,Wind speed,Air,Average,miles per hour,120,day,104,1
WSPDV_D_H155,Wind speed,Air,Average,miles per hour,120,day,104,1
WSPDV_D_H166,Wind speed,Air,Average,miles per hour,120,day,104,1
WSPDV_D_H30,Wind speed,Air,Average,miles per hour,120,day,104,1
WSPDV_D_H324,Wind speed,Air,Average,miles per hour,120,day,104,1
WSPDV_D_H394,Wind speed,Air,Average,miles per hour,120,day,104,1
WSPDV_H,Wind speed,Air,Average,miles per hour,120,hour,103,1
WSPDV_H_H101,Wind speed,Air,Average,miles per hour,120,hour,103,1
WSPDV_H_H106,Wind speed,Air,Average,miles per hour,120,hour,103,1
WSPDV_H_H107,Wind speed,Air,Average,miles per hour,120,hour,103,1
WSPDV_H_H112,Wind speed,Air,Average,miles per hour,120,hour,103,1
WSPDV_H_H113,Wind speed,Air,Average,miles per hour,120,hour,103,1
WSPDV_H_H116,Wind speed,Air,Average,miles per hour,120,hour,103,1
WSPDV_H_H117,Wind speed,Air,Average,miles per hour,120,hour,103,1
WSPDV_H_H118,Wind speed,Air,Average,miles per hour,120,hour,103,1
WSPDV_H_H119,Wind speed,Air,Average,miles per hour,120,hour,103,1
WSPDV_H_H120,Wind speed,Air,Average,miles per hour,120,hour,103,1
WSPDV_H_H121,Wind speed,Air,Average,miles per hour,120,hour,103,1
WSPDV_H_H122,Wind speed,Air,Average,miles per hour,120,hour,103,1
WSPDV_H_H123,Wind speed,Air,Average,miles per hour,120,hour,103,1
WSPDV_H_H124,Wind speed,Air,Average,miles per hour,120,hour,103,1
WSPDV_H_H125,Wind speed,Air,Average,miles per hour,120,hour,103,1
WSPDV_H_H126,Wind speed,Air,Average,miles per hour,120,hour,103,1
WSPDV_H_H127,Wind speed,Air,Average,miles per hour,120,hour,103,1
WSPDV_H_H128,Wind speed,Air,Average,miles per hour,120,hour,103,1
WSPDV_H_H129,Wind speed,Air,Average,miles per hour,120,hour,103,1
WSPDV_H_H130,Wind speed,Air,Average,miles per hour,120,hour,103,1
WSPDV_H_H131,Wind speed,Air,Average,miles per hour,120,hour,103,1
WSPDV_H_H132,Wind speed,Air,Average,miles per hour,120,hour,103,1
WSPDV_H_H133,Wind speed,Air,Average,miles per hour,120,hour,103,1
WSPDV_H_H134,Wind speed,Air,Average,miles per hour,120,hour,103,1
WSPDV_H_H135,Wind speed,Air,Average,miles per hour,120,hour,103,1
WSPDV_H_H136,Wind speed,Air,Average,miles per hour,120,hour,103,1
WSPDV_H_H137,Wind speed,Air,Average,miles per hour,120,hour,103,1
WSPDV_H_H138,Wind speed,Air,Average,miles per hour,120,hour,103,1
WSPDV_H_H140,Wind speed,Air,Average,miles per hour,120,hour,103,1
WSPDV_H_H141,Wind speed,Air,Average,miles per hour,120,hour,103,1
WSPDV_H_H142,Wind speed,Air,Average,miles per hour,120,hour,103,1
WSPDV_H_H144,Wind speed,Air,Average,miles per hour,120,hour,103,1
WSPDV_H_H145,Wind speed,Air,Average,miles per hour,120,hour,103,1
WSPDV_H_H147,Wind speed,Air,Average,miles per hour,120,hour,103,1
WSPDV_H_H148,Wind speed,Air,Average,miles per hour,120,hour,103,1
WSPDV_H_H152,Wind speed,Air,Average,miles per hour,120,hour,103,1
WSPDV_H_H155,Wind speed,Air,Average,miles per hour,120,hour,103,1
WSPDV_H_H166,Wind speed,Air,Average,miles per hour,120,hour,103,1
WSPDV_H_H219,Wind speed,Air,Average,miles per hour,120,hour,103,1
WSPDV_H_H222,Wind speed,Air,Average,miles per hour,120,hour,103,1
WSPDV_H_H30,Wind speed,Air,Average,miles per hour,120,hour,103,1
WSPDV_H_H324,Wind speed,Air,Average,miles per hour,120,hour,103,1
WSPDV_m,Wind speed,Air,Average,miles per hour,120,month,106,1
WSPDV_m_H106,Wind speed,Air,Average,miles per hour,120,month,106,1
WSPDV_m_H113,Wind speed,Air,Average,miles per hour,120,month,106,1
WSPDV_m_H116,Wind speed,Air,Average,miles per hour,120,month,106,1
WSPDV_m_H117,Wind speed,Air,Average,miles per hour,120,month,106,1
WSPDV_m_H118,Wind speed,Air,Average,miles per hour,120,month,106,1
WSPDV_m_H119,Wind speed,Air,Average,miles per hour,120,month,106,1
WSPDV_m_H120,Wind speed,Air,Average,miles per hour,120,month,106,1
WSPDV_m_H121,Wind speed,Air,Average,miles per hour,120,month,106,1
WSPDV_m_H122,Wind speed,Air,Average,miles per hour,120,month,106,1
WSPDV_m_H123,Wind speed,Air,Average,miles per hour,120,month,106,1
WSPDV_m_H124,Wind speed,Air,Average,miles per hour,120,month,106,1
WSPDV_m_H125,Wind speed,Air,Average,miles per hour,120,month,106,1
WSPDV_m_H126,Wind speed,Air,Average,miles per hour,120,month,106,1
WSPDV_m_H127,Wind speed,Air,Average,miles per hour,120,month,106,1
WSPDV_m_H128,Wind speed,Air,Average,miles per hour,120,month,106,1
WSPDV_m_H129,Wind speed,Air,Average,miles per hour,120,month,106,1
WSPDV_m_H130,Wind speed,Air,Average,miles per hour,120,month,106,1
WSPDV_m_H131,Wind speed,Air,Average,miles per hour,120,month,106,1
WSPDV_m_H132,Wind speed,Air,Average,miles per hour,120,month,106,1
WSPDV_m_H133,Wind speed,Air,Average,miles per hour,120,month,106,1
WSPDV_m_H134,Wind speed,Air,Average,miles per hour,120,month,106,1
WSPDV_m_H135,Wind speed,Air,Average,miles per hour,120,month,106,1
WSPDV_m_H137,Wind speed,Air,Average,miles per hour,120,month,106,1
WSPDV_m_H138,Wind speed,Air,Average,miles per hour,120,month,106,1
WSPDV_m_H140,Wind speed,Air,Average,miles per hour,120,month,106,1
WSPDV_m_H141,Wind speed,Air,Average,miles per hour,120,month,106,1
WSPDV_m_H142,Wind speed,Air,Average,miles per hour,120,month,106,1
WSPDV_m_H144,Wind speed,Air,Average,miles per hour,120,month,106,1
WSPDV_m_H145,Wind speed,Air,Average,miles per hour,120,month,106,1
WSPDV_m_H147,Wind speed,Air,Average,miles per hour,120,month,106,1
WSPDV_m_H155,Wind speed,Air,Average,miles per hour,120,month,106,1
WSPDV_m_H166,Wind speed,Air,Average,miles per hour,120,month,106,1
WSPDV_m_H30,Wind speed,Air,Average,miles per hour,120,month,106,1
WSPDV_m_H324,Wind speed,Air,Average,miles per hour,120,month,106,1
WSPDV_m_H394,Wind speed,Air,Average,miles per hour,120,month,106,1
WSPDV_sm,Wind speed,Air,Average,miles per hour,120,month,106,0.5
WSPDV_sm_H106,Wind speed,Air,Average,miles per hour,120,month,106,0.5
WSPDV_sm_H113,Wind speed,Air,Average,miles per hour,120,month,106,0.5
WSPDV_sm_H116,Wind speed,Air,Average,miles per hour,120,month,106,0.5
WSPDV_sm_H117,Wind speed,Air,Average,miles per hour,120,month,106,0.5
WSPDV_sm_H118,Wind speed,Air,Average,miles per hour,120,month,106,0.5
WSPDV_sm_H119,Wind speed,Air,Average,miles per hour,120,month,106,0.5
WSPDV_sm_H120,Wind speed,Air,Average,miles per hour,120,month,106,0.5
WSPDV_sm_H121,Wind speed,Air,Average,miles per hour,120,month,106,0.5
WSPDV_sm_H122,Wind speed,Air,Average,miles per hour,120,month,106,0.5
WSPDV_sm_H123,Wind speed,Air,Average,miles per hour,120,month,106,0.5
WSPDV_sm_H124,Wind speed,Air,Average,miles per hour,120,month,106,0.5
WSPDV_sm_H125,Wind speed,Air,Average,miles per hour,120,month,106,0.5
WSPDV_sm_H126,Wind speed,Air,Average,miles per hour,120,month,106,0.5
WSPDV_sm_H127,Wind speed,Air,Average,miles per hour,120,month,106,0.5
WSPDV_sm_H128,Wind speed,Air,Average,miles per hour,120,month,106,0.5
WSPDV_sm_H129,Wind speed,Air,Average,miles per hour,120,month,106,0.5
WSPDV_sm_H130,Wind speed,Air,Average,miles per hour,120,month,106,0.5
WSPDV_sm_H131,Wind speed,Air,Average,miles per hour,120,month,106,0.5
WSPDV_sm_H132,Wind speed,Air,Average,miles per hour,120,month,106,0.5
WSPDV_sm_H133,Wind speed,Air,Average,miles per hour,120,month,106,0.5
WSPDV_sm_H134,Wind speed,Air,Average,miles per hour,120,month,106,0.5
WSPDV_sm_H135,Wind speed,Air,Average,miles per hour,120,month,106,0.5
WSPDV_sm_H137,Wind speed,Air,Average,miles per hour,120,month,106,0.5
WSPDV_sm_H138,Wind speed,Air,Average,miles per hour,120,month,106,0.5
WSPDV_sm_H140,Wind speed,Air,Average,miles per hour,120,month,106,0.5
WSPDV_sm_H141,Wind speed,Air,Average,miles per hour,120,month,106,0.5
WSPDV_sm_H142,Wind speed,Air,Average,miles per hour,120,month,106,0.5
WSPDV_sm_H144,Wind speed,Air,Average,miles per hour,120,month,106,0.5
WSPDV_sm_H145,Wind speed,Air,Average,miles per hour,120,month,106,0.5
WSPDV_sm_H147,Wind speed,Air,Average,miles per hour,120,month,106,0.5
WSPDV_sm_H155,Wind speed,Air,Average,miles per hour,120,month,106,0.5
WSPDV_sm_H166,Wind speed,Air,Average,miles per hour,120,month,106,0.5
WSPDV_sm_H30,Wind speed,Air,Average,miles per hour,120,month,106,0.5
WSPDV_sm_H324,Wind speed,Air,Average,miles per hour,120,month,106,0.5
WSPDV_sm_H394,Wind speed,Air,Average,miles per hour,120,month,106,0.5
WSPDX_D,Wind speed,Air,Maximum,miles per hour,120,day,104,1
WSPDX_H,Wind speed,Air,Maximum,miles per hour,120,hour,103,1
WSPDX_H_H101,Wind speed,Air,Maximum,miles per hour,120,hour,103,1
WSPDX_H_H106,Wind speed,Air,Maximum,miles per hour,120,hour,103,1
WSPDX_H_H107,Wind speed,Air,Maximum,miles per hour,120,hour,103,1
WSPDX_H_H112,Wind speed,Air,Maximum,miles per hour,120,hour,103,1
WSPDX_H_H113,Wind speed,Air,Maximum,miles per hour,120,hour,103,1
WSPDX_H_H116,Wind speed,Air,Maximum,miles per hour,120,hour,103,1
WSPDX_H_H117,Wind speed,Air,Maximum,miles per hour,120,hour,103,1
WSPDX_H_H118,Wind speed,Air,Maximum,miles per hour,120,hour,103,1
WSPDX_H_H119,Wind speed,Air,Maximum,miles per hour,120,hour,103,1
WSPDX_H_H120,Wind speed,Air,Maximum,miles per hour,120,hour,103,1
WSPDX_H_H121,Wind speed,Air,Maximum,miles per hour,120,hour,103,1
WSPDX_H_H122,Wind speed,Air,Maximum,miles per hour,120,hour,103,1
WSPDX_H_H123,Wind speed,Air,Maximum,miles per hour,120,hour,103,1
WSPDX_H_H124,Wind speed,Air,Maximum,miles per hour,120,hour,103,1
WSPDX_H_H125,Wind speed,Air,Maximum,miles per hour,120,hour,103,1
WSPDX_H_H126,Wind speed,Air,Maximum,miles per hour,120,hour,103,1
WSPDX_H_H127,Wind speed,Air,Maximum,miles per hour,120,hour,103,1
WSPDX_H_H128,Wind speed,Air,Maximum,miles per hour,120,hour,103,1
WSPDX_H_H129,Wind speed,Air,Maximum,miles per hour,120,hour,103,1
WSPDX_H_H130,Wind speed,Air,Maximum,miles per hour,120,hour,103,1
WSPDX_H_H131,Wind speed,Air,Maximum,miles per hour,120,hour,103,1
WSPDX_H_H132,Wind speed,Air,Maximum,miles per hour,120,hour,103,1
WSPDX_H_H133,Wind speed,Air,Maximum,miles per hour,120,hour,103,1
WSPDX_H_H134,Wind speed,Air,Maximum,miles per hour,120,hour,103,1
WSPDX_H_H135,Wind speed,Air,Maximum,miles per hour,120,hour,103,1
WSPDX_H_H136,Wind speed,Air,Maximum,miles per hour,120,hour,103,1
WSPDX_H_H137,Wind speed,Air,Maximum,miles per hour,120,hour,103,1
WSPDX_H_H138,Wind speed,Air,Maximum,miles per hour,120,hour,103,1
WSPDX_H_H140,Wind speed,Air,Maximum,miles per hour,120,hour,103,1
WSPDX_H_H141,Wind speed,Air,Maximum,miles per hour,120,hour,103,1
WSPDX_H_H142,Wind speed,Air,Maximum,miles per hour,120,hour,103,1
WSPDX_H_H144,Wind speed,Air,Maximum,miles per hour,120,hour,103,1
WSPDX_H_H145,Wind speed,Air,Maximum,miles per hour,120,hour,103,1
WSPDX_H_H147,Wind speed,Air,Maximum,miles per hour,120,hour,103,1
WSPDX_H_H148,Wind speed,Air,Maximum,miles per hour,120,hour,103,1
WSPDX_H_H152,Wind speed,Air,Maximum,miles per hour,120,hour,103,1
WSPDX_H_H155,Wind speed,Air,Maximum,miles per hour,120,hour,103,1
WSPDX_H_H166,Wind speed,Air,Maximum,miles per hour,120,hour,103,1
WSPDX_H_H219,Wind speed,Air,Maximum,miles per hour,120,hour,103,1
WSPDX_H_H222,Wind speed,Air,Maximum,miles per hour,120,hour,103,1
WSPDX_H_H30,Wind speed,Air,Maximum,miles per hour,120,hour,103,1
WSPDX_H_H324,Wind speed,Air,Maximum,miles per hour,120,hour,103,1
WSPDX_m,Wind speed,Air,Maximum,miles per hour,120,month,106,1
WSPDX_sm,Wind speed,Air,Maximum,miles per hour,120,month,106,0.5
WTEQ_D,Snow water equivalent,Snow,Continuous,international inch,49,day,104,1
WTEQ_H,Snow water equivalent,Snow,Continuous,international inch,49,hour,103,1
WTEQ_m,Snow water equivalent,Snow,Continuous,international inch,49,month,106,1
WTEQ_sm,Snow water equivalent,Snow,Continuous,international inch,49,month,106,0.5
ZDUM_D,x,,,,,,,
ZDUM_H,x,,,,,,,
